"Subdirección","Nombre","Código"
"RC NOROESTE","LA CARRERA DE SIERO (APD)","05511"
"RC NOROESTE","POLA DE SIERO","05513"
"RC NOROESTE","LOS CORROS (APD)","05515"
"RC NOROESTE","LIERES","05517"
"RC NOROESTE","RIANES","05519"
"RC NOROESTE","EL REMEDIO (APD)","05521"
"RC NOROESTE","LLAMES (APD)","05522"
"RC NOROESTE","NAVA","05523"
"RC NOROESTE","FUENTE SANTA DE NAVA (APD)","05525"
"RC NOROESTE","CECEDA (APD)","05527"
"RC NOROESTE","CARANCOS","05529"
"RC NOROESTE","PINTUELES (APD)","05531"
"RC NOROESTE","INFIESTO","05533"
"RC NOROESTE","INFIESTO-APEADERO","05534"
"RC NOROESTE","VILLAMAYOR","05535"
"RC NOROESTE","SEBARES","05537"
"RC NOROESTE","SOTO DE DUEÑAS","05539"
"RC NOROESTE","OZANES (APD)","05541"
"RC NOROESTE","POLICLINICO (APD)","05542"
"RC NOROESTE","ARRIONDAS","05543"
"RC NOROESTE","FUENTES (APD)","05545"
"RC NOROESTE","TORAÑO","05547"
"RC NOROESTE","CUEVAS (APD)","05549"
"RC NOROESTE","LLOVIO","05551"
"RC NOROESTE","RIBADESELLA-PUERTO","05552"
"RC NOROESTE","RIBADESELLA","05553"
"RC NOROESTE","CAMANGO (APD)","05555"
"RC NOROESTE","BELMONTE DE PRIA (APD)","05557"
"RC NOROESTE","NUEVA","05559"
"RC NOROESTE","POSADA","05563"
"RC NOROESTE","BALMORI (APD)","05565"
"RC NOROESTE","CELORIO (APD)","05567"
"RC NOROESTE","POO (APD)","05569"
"RC NOROESTE","LLANES","05571"
"RC NOROESTE","SAN ROQUE DEL ACEBAL (APD)","05573"
"RC NOROESTE","VIDIAGO (APD)","05575"
"RC NOROESTE","PENDUELES (APD)","05577"
"RC NOROESTE","COLOMBRES (APD)","05579"
"RC NOROESTE","PUERTO RAOS","05600"
"RC NORTE","VALDECILLA-LA MARGA (APD)","05602"
"RC NORTE","CAZOÑA (APD)","05603"
"RC NORTE","ADARZO","05604"
"RC NORTE","BEZANA","05605"
"RC NORTE","MORTERA (APD)","05607"
"RC NORTE","BOO DE PIELAGOS (APD)","05609"
"RC NORTE","MOGRO","05611"
"RC NORTE","GORNAZO (APD)","05613"
"RC NORTE","MAR (APD)","05615"
"RC NORTE","REQUEJADA","05617"
"RC NORTE","BARREDA","05619"
"RC NORTE","ALTAMIRA (APD)","05620"
"RC NORTE","TORRELAVEGA-CENTRO","05621"
"RC NORTE","GANZO (APD)","05622"
"RC NORTE","PUENTE SAN MIGUEL","05623"
"RC NORTE","SANTA ISABEL DE QUIJAS (APD)","05625"
"RC NORTE","SAN PEDRO DE RUDAGÜERA","05627"
"RC NORTE","GOLBARDO (APD)","05629"
"RC NORTE","CASAR DE PERIEDO","05631"
"RC NORTE","VIRGEN DE LA PEÑA","05633"
"RC NORTE","ONTORIA (APD)","05635"
"RC NORTE","CABEZON DE LA SAL","05637"
"RC NORTE","TRECEÑO","05641"
"RC NORTE","ROIZ (APD)","05643"
"RC NORTE","EL BARCENAL (APD)","05644"
"RC NORTE","SAN VICENTE DE LA BARQUERA","05645"
"RC NORTE","PESUES (APD)","05647"
"RC NORTE","UNQUERA","05649"
"RC NORTE","SANTANDER-MERCANCIAS","05650"
"RC NORTE","NUEVA MONTAÑA","05651"
"RC NORTE","VALLE REAL (APD)","05652"
"RC NORTE","MALIAÑO-LA VIDRIERA","05655"
"RC NORTE","ASTILLERO","05657"
"RC NORTE","LA CANTABRICA (APD)","05658"
"RC NORTE","SAN SALVADOR (APD)","05659"
"RC NORTE","HERAS","05661"
"RC NORTE","OREJO","05663"
"RC NORTE","SOLARES","05665"
"RC NORTE","CECEÑAS (APD)","05667"
"RC NORTE","LA CAVADA (APD)","05669"
"RC NORTE","LIERGANES","05671"
"RC NORTE","PUENTE AGÜERO (APD)","05672"
"RC NORTE","VILLAVERDE DE PONTONES (APD)","05673"
"RC NORTE","HOZ DE ANERO","05675"
"RC NORTE","BERANGA","05677"
"RC NORTE","GAMA","05679"
"RC NORTE","CICERO (APD)","05681"
"RC NORTE","TRETO","05683"
"RC NORTE","LIMPIAS (APD)","05685"
"RC NORTE","MARRON","05687"
"RC NORTE","UDALLA (APD)","05689"
"RC NORTE","GIBAJA","05691"
"RC NORTE","ARIZ","05713"
"RC NORTE","ARLA BERRON (APD)","05721"
"RC NORTE","UNGO NAVA (APD)","05722"
"RC NORTE","MENAMAYOR (APD)","05723"
"RC NORTE","MERCADILLO-VILLASANA","05724"
"RC NORTE","ANZO (APD)","05725"
"RC NORTE","VIGO-SIONES (APD)","05726"
"RC NORTE","CADAGUA (APD)","05727"
"RC NORTE","CANTONAD (APD)","05728"
"RC NORTE","LA SILLA (APD)","05729"
"RC NORTE","BERCEDO-MONTIJA (APD)","05730"
"RC NORTE","QUINTANA DE LOS PRADOS (APD)","05731"
"RC NORTE","ESPINOSA DE LOS MONTEROS","05732"
"RC NORTE","REDONDO (APD)","05733"
"RC NORTE","SOTOSCUEVA (APD)","05734"
"RC NORTE","PEDROSA","05735"
"RC NORTE","DOSANTE CIDAD (APD)","05736"
"RC NORTE","ROBREDO-AHEDO (APD)","05737"
"RC NORTE","SONCILLO (APD)","05738"
"RC NORTE","CABAÑAS DE VIRTUS (APD)","05739"
"RC NORTE","ARIJA","05740"
"RC NORTE","LLANO (APD)","05741"
"RC NORTE","LAS ROZAS DE VALDEARROYO (APD)","05742"
"RC NORTE","MONTES CLAROS (APD)","05743"
"RC NORTE","LOS CARABEOS","05744"
"RC NORTE","CORDOVILLA (APD)","05746"
"RC NORTE","CILLAMAYOR (APD)","05747"
"RC NORTE","SALINAS DE PISUERGA (APD)","05748"
"RC NORTE","VADO-CERVERA","05749"
"RC NORTE","CASTREJON DE LA PEÑA (APD)","05750"
"RC NORTE","VILLAVERDE-TARILONTE (APD)","05751"
"RC NORTE","SANTIBAÑEZ DE LA PEÑA","05752"
"RC NOROESTE","GUARDO-APEADERO","05753"
"RC NOROESTE","GUARDO","05754"
"RC NOROESTE","LA LLAMA DE LA GUZPEÑA(APD)","05755"
"RC NOROESTE","LA ESPINA","05756"
"RC NOROESTE","VALCUENDE (APD)","05757"
"RC NOROESTE","PUENTE ALMUHEY","05758"
"RC NOROESTE","PRADO DE LA GUZPEÑA (APD)","05759"
"RC NOROESTE","VALLE DE LAS CASAS (APD)","05760"
"RC NOROESTE","CISTIERNA","05761"
"RC NOROESTE","YUGUEROS (APD)","05762"
"RC NOROESTE","LA ERCINA ","05763"
"RC NOROESTE","BARRILLOS (APD)","05764"
"RC NOROESTE","LA LOSILLA (APD)","05765"
"RC NOROESTE","BOÑAR","05766"
"RC NOROESTE","LA VECILLA","05767"
"RC NOROESTE","AVIADOS (APD)","05768"
"RC NOROESTE","LA VALCUEVA (APD)","05769"
"RC NOROESTE","MATALLANA","05770"
"RC NOROESTE","PARDAVE (APD)","05771"
"RC NOROESTE","PEDRUN (APD)","05772"
"RC NOROESTE","MANZANEDA (APD)","05773"
"RC NOROESTE","GARRAFE (APD)","05774"
"RC NOROESTE","PALAZUELO (APD)","05775"
"RC NOROESTE","SAN FELIZ","05776"
"RC NOROESTE","VILLAQUILAMBRE (APD)","05777"
"RC NOROESTE","TERMICA VELILLA","05779"
"RC NOROESTE","MATUECA (APD)","05786"
"RC NOROESTE","NAREDO (APD)","05787"
"RC NOROESTE","ROBLES (APD)","05788"
"RC NOROESTE","CAMPOHERMOSO (APD)","05789"
"RC NOROESTE","LA MATA DE LA RIBA (APD)","05793"
"RC NOROESTE","LA RAYA (APD)","05794"
"RC NOROESTE","OTERO (APD)","05795"
"RC NOROESTE","VILLA ROMANA (APD)","05796"
"RC NOROESTE","LA DEVESA (APD)","05798"
"RC NOROESTE","CEREZAL DE LA GUZPEÑA (APD)","05799"
"RC NOROESTE","LA ASUNCION UNIVERSIDAD","05803"
"RC NOROESTE","BARRIO DE LAS OLLAS(APD)","05805"
"RC NOROESTE","VALDERILLA (APD)","05807"
"RC ESTE","CARTAGENA-PLAZA BASTARRECHE","05951"
"RC ESTE","HOSPITAL (APD)","05952"
"RC ESTE","VISTA ALEGRE (APD)","05955"
"RC ESTE","ABREVADERO","05957"
"RC ESTE","ALUMBRES (APD)","05959"
"RC ESTE","LA ESPERANZA (APD)","05961"
"RC ESTE","LA UNION VIEJA (APD)","05963"
"RC ESTE","LA UNION","05965"
"RC ESTE","LLANO DEL BEAL (APD)","05969"
"RC ESTE","EL ESTRECHO","05971"
"RC ESTE","LOS NIETOS-VIEJOS (APD)","05973"
"RC ESTE","LOS NIETOS-PESCADERIA (APD)","05975"
"RC ESTE","LOS NIETOS","05977"
"RC NOROESTE","KM. 21.9","C1500"
"RC NOROESTE","KM 316,000","C1501"
"RC NOROESTE","REGUERAL","05213"
"RC NOROESTE","EL PITO PIÑERA (APD)","05244"
"RC NOROESTE","VILLAHORMES (APD)","05561"
"RC NORTE","KASTREXANA (APD)","05460"
"RED DE ANCHO METRICO","KM 7.860","C5000"
"RED DE ANCHO METRICO","KM 7.990","C5001"
"RED DE ANCHO METRICO","KM 8.470","C5002"
"RED DE ANCHO METRICO","KM 8.670","C5003"
"RED DE ANCHO METRICO","KM 10.830","C5004"
"RED DE ANCHO METRICO","KM 11.500","C5005"
"RED DE ANCHO METRICO","KM 14.530","C5006"
"RED DE ANCHO METRICO","KM 15.000","C5007"
"RED DE ANCHO METRICO","KM 16.630","C5008"
"RED DE ANCHO METRICO","KM 16.890","C5009"
"RED DE ANCHO METRICO","KM 18.090","C5010"
"RED DE ANCHO METRICO","KM 18.660","C5011"
"RED DE ANCHO METRICO","KM 19.300","C5012"
"RED DE ANCHO METRICO","KM 21.130","C5013"
"RED DE ANCHO METRICO","KM 21.386","C5014"
"RED DE ANCHO METRICO","KM 21.600","C5015"
"RED DE ANCHO METRICO","KM 22.950","C5016"
"RED DE ANCHO METRICO","KM 23.190","C5017"
"RED DE ANCHO METRICO","KM 24.930","C5018"
"RED DE ANCHO METRICO","PK 25.180","C5019"
"RED DE ANCHO METRICO","KM 26.355","C5020"
"RED DE ANCHO METRICO","KM 27.040","C5021"
"RED DE ANCHO METRICO","KM 27.840","C5022"
"RED DE ANCHO METRICO","KM 28.060","C5023"
"RED DE ANCHO METRICO","KM 28.910","C5024"
"RED DE ANCHO METRICO","KM 29.090","C5025"
"RED DE ANCHO METRICO","KM 29.450","C5026"
"RED DE ANCHO METRICO","KM 29.710","C5027"
"RED DE ANCHO METRICO","KM 31.960","C5028"
"RED DE ANCHO METRICO","KM 32.190","C5029"
"RED DE ANCHO METRICO","KM 37.110","C5030"
"RED DE ANCHO METRICO","KM 37.380","C5031"
"RED DE ANCHO METRICO","KM 38.360","C5032"
"RED DE ANCHO METRICO","KM 38.750","C5033"
"RED DE ANCHO METRICO","KM 41.570","C5034"
"RED DE ANCHO METRICO","KM 42.500","C5035"
"RED DE ANCHO METRICO","KM 43.190","C5036"
"RED DE ANCHO METRICO","KM 46.810","C5037"
"RED DE ANCHO METRICO","KM 47.140","C5038"
"RED DE ANCHO METRICO","KM 51.280","C5039"
"RED DE ANCHO METRICO","KM 69.515","C5040"
"RED DE ANCHO METRICO","KM 70.425","C5041"
"RED DE ANCHO METRICO","KM 73.205","C5042"
"RED DE ANCHO METRICO","KM 74.579","C5043"
"RED DE ANCHO METRICO","KM 75.515","C5044"
"RED DE ANCHO METRICO","KM 76.284","C5045"
"RED DE ANCHO METRICO","KM 76.740","C5046"
"RED DE ANCHO METRICO","KM 77.278","C5047"
"RED DE ANCHO METRICO","KM 78.365","C5048"
"RED DE ANCHO METRICO","KM 79.429","C5049"
"RED DE ANCHO METRICO","KM 81.420","C5050"
"RED DE ANCHO METRICO","KM 81.780","C5051"
"RED DE ANCHO METRICO","KM 82.340","C5052"
"RED DE ANCHO METRICO","KM 83.034","C5053"
"RED DE ANCHO METRICO","KM 83.945","C5054"
"RED DE ANCHO METRICO","KM 84.221","C5055"
"RED DE ANCHO METRICO","KM 87.010","C5056"
"RED DE ANCHO METRICO","KM 87.250","C5057"
"RED DE ANCHO METRICO","KM 97.480","C5058"
"RED DE ANCHO METRICO","KM 97.670","C5059"
"RED DE ANCHO METRICO","KM 98.760","C5060"
"RED DE ANCHO METRICO","KM 99.800","C5061"
"RED DE ANCHO METRICO","KM 100.780","C5062"
"RED DE ANCHO METRICO","KM 101.600","C5063"
"RED DE ANCHO METRICO","KM 107.680","C5064"
"RED DE ANCHO METRICO","KM 108.100","C5065"
"RED DE ANCHO METRICO","KM 108.760","C5066"
"RED DE ANCHO METRICO","KM 108.990","C5067"
"RED DE ANCHO METRICO","KM 111.380","C5068"
"RED DE ANCHO METRICO","KM 111.630","C5069"
"RED DE ANCHO METRICO","KM 112.300","C5070"
"RED DE ANCHO METRICO","KM 112.465","C5071"
"RED DE ANCHO METRICO","KM 113.057","C5072"
"RED DE ANCHO METRICO","KM 113.439","C5073"
"RED DE ANCHO METRICO","KM 114.317","C5074"
"RED DE ANCHO METRICO","KM 115.280","C5075"
"RED DE ANCHO METRICO","KM 116.369","C5076"
"RED DE ANCHO METRICO","KM 120.970","C5077"
"RED DE ANCHO METRICO","KM 121.129","C5078"
"RED DE ANCHO METRICO","KM 122.149","C5079"
"RED DE ANCHO METRICO","KM 122.440","C5080"
"RED DE ANCHO METRICO","KM 125.170","C5081"
"RED DE ANCHO METRICO","KM 125.482","C5082"
"RED DE ANCHO METRICO","KM 126.288","C5083"
"RED DE ANCHO METRICO","KM 126.780","C5084"
"RED DE ANCHO METRICO","KM 129.410","C5085"
"RED DE ANCHO METRICO","KM 129.863","C5086"
"RED DE ANCHO METRICO","KM 130.060","C5087"
"RED DE ALTA VELOCIDAD (RAV)","TRANSICION TRIANGULO","B0330"
"RED DE ANCHO METRICO","KM 148,548","C5088"
"RED DE ANCHO METRICO","KM 148,900","C5089"
"RED DE ANCHO METRICO","KM 153,990","C5090"
"RED DE ANCHO METRICO","KM 154,250","C5091"
"RED DE ANCHO METRICO","KM 155,060","C5092"
"RED DE ANCHO METRICO","KM 156,950","C5093"
"RED DE ANCHO METRICO","KM 158,470","C5094"
"RED DE ANCHO METRICO","KM 158,720","C5095"
"RED DE ANCHO METRICO","KM 159,300","C5096"
"RED DE ANCHO METRICO","KM 159,880","C5097"
"RED DE ANCHO METRICO","KM 161,930","C5098"
"RED DE ANCHO METRICO","KM 162,850","C5099"
"RED DE ANCHO METRICO","KM 171,770","C5100"
"RED DE ANCHO METRICO","KM 171,980","C5101"
"RED DE ANCHO METRICO","KM 173,310","C5102"
"RED DE ANCHO METRICO","KM 173,430","C5103"
"RED DE ANCHO METRICO","KM 177,100","C5104"
"RED DE ANCHO METRICO","KM 177,520","C5105"
"RED DE ANCHO METRICO","KM 177,818","C5106"
"RED DE ANCHO METRICO","KM 177,995","C5107"
"RED DE ANCHO METRICO","KM 0,520","C5900"
"RED DE ANCHO METRICO","KM 0,940","C5901"
"RED DE ANCHO METRICO","KM 9,630","C5902"
"RED DE ANCHO METRICO","KM 10,260","C5903"
"RED DE ANCHO METRICO","KM 11,850","C5904"
"RED DE ANCHO METRICO","KM 12,130","C5905"
"RED DE ANCHO METRICO","KM 18,440","C5906"
"RED DE ANCHO METRICO","KM 18,910","C5907"
"RED DE ANCHO METRICO","KM 180,630","C5108"
"RED DE ANCHO METRICO","KM 180,730","C5109"
"RED DE ANCHO METRICO","KM 182,240","C5110"
"RED DE ANCHO METRICO","KM 182,520","C5111"
"RED DE ANCHO METRICO","KM 186,130","C5112"
"RED DE ANCHO METRICO","KM 187,480","C5113"
"RED DE ANCHO METRICO","KM 188,420","C5114"
"RED DE ANCHO METRICO","KM 188,650","C5115"
"RED DE ANCHO METRICO","KM 189,180","C5116"
"RED DE ANCHO METRICO","KM 192,600","C5117"
"RED DE ANCHO METRICO","KM 193,080","C5118"
"RED DE ANCHO METRICO","KM 193,470","C5119"
"RED DE ANCHO METRICO","KM 193,960","C5120"
"RED DE ANCHO METRICO","KM 197,030","C5121"
"RED DE ANCHO METRICO","KM 198,280","C5122"
"RED DE ANCHO METRICO","KM 201,500","C5123"
"RED DE ANCHO METRICO","KM 202,040","C5124"
"RED DE ANCHO METRICO","KM 203,860","C5125"
"RED DE ANCHO METRICO","KM 204,220","C5126"
"RED DE ANCHO METRICO","KM 208,110","C5127"
"RED DE ANCHO METRICO","KM 208,430","C5128"
"RED DE ANCHO METRICO","KM 208,890","C5129"
"RED DE ANCHO METRICO","KM 210,010","C5130"
"RED DE ANCHO METRICO","KM 212,162","C5131"
"RED DE ANCHO METRICO","KM 212,822","C5132"
"RED DE ANCHO METRICO","KM 213,590","C5133"
"RED DE ANCHO METRICO","KM 215,520","C5134"
"RED DE ANCHO METRICO","KM 216,680","C5135"
"RED DE ANCHO METRICO","KM 217,530","C5136"
"RED DE ANCHO METRICO","KM 217,760","C5137"
"RED DE ANCHO METRICO","KM 219,700","C5138"
"RED DE ANCHO METRICO","KM 221,140","C5139"
"RED DE ANCHO METRICO","KM 221,720","C5140"
"RED DE ANCHO METRICO","KM 222,190","C5141"
"RED DE ANCHO METRICO","KM 222,450","C5142"
"RED DE ANCHO METRICO","KM 230,982","C5147"
"RED DE ANCHO METRICO","KM 231,467","C5148"
"RED DE ANCHO METRICO","KM 236,812","C5149"
"RED DE ANCHO METRICO","KM 237,056","C5150"
"RED DE ANCHO METRICO","KM 237,740","C5151"
"RED DE ANCHO METRICO","KM 238,370","C5152"
"RED DE ANCHO METRICO","KM 225,580","C5943"
"RED DE ANCHO METRICO","KM 225,760","C5944"
"RED DE ANCHO METRICO","KM 228,023","C5945"
"RED DE ANCHO METRICO","KM 228,600","C5946"
"RED DE ANCHO METRICO","KM 241,670","C5153"
"RED DE ANCHO METRICO","KM 242,070","C5154"
"RED DE ANCHO METRICO","KM 242,384","C5155"
"RED DE ANCHO METRICO","KM 242,590","C5156"
"RED DE ANCHO METRICO","KM 244,538","C5157"
"RED DE ANCHO METRICO","KM 245,009","C5158"
"RED DE ANCHO METRICO","KM 247,360","C5159"
"RED DE ANCHO METRICO","KM 247,780","C5160"
"RED DE ANCHO METRICO","KM 257,850","C5161"
"RED DE ANCHO METRICO","KM 259,350","C5162"
"RED DE ANCHO METRICO","KM 261,410","C5163"
"RED DE ANCHO METRICO","KM 262,800","C5164"
"RED DE ANCHO METRICO","KM 264,400","C5165"
"RED DE ANCHO METRICO","KM 266,220","C5166"
"RED DE ANCHO METRICO","KM 266,260","C5167"
"RED DE ANCHO METRICO","KM 267,520","C5168"
"RED DE ANCHO METRICO","KM 268,100","C5169"
"RED DE ANCHO METRICO","KM 268,300","C5170"
"RED DE ANCHO METRICO","KM.317,230","C1503"
"RED DE ANCHO METRICO","KM.320,267","C1504"
"RED DE ANCHO METRICO","KM.320,860","C1505"
"RED DE ANCHO METRICO","KM.321,020","C1506"
"RED DE ANCHO METRICO","KM.321,693","C1507"
"RED DE ANCHO METRICO","KM.321,800","C1508"
"RED DE ANCHO METRICO","KM.322,227","C1509"
"RC NOROESTE","KM 360,4","C1510"
"RED DE ANCHO METRICO","KM.323,057","C1511"
"RED DE ANCHO METRICO","KM.323,384","C1512"
"RED DE ANCHO METRICO","KM.323,811","C1513"
"RED DE ANCHO METRICO","KM.324,412","C1514"
"RED DE ANCHO METRICO","KM.324,800","C1515"
"RED DE ANCHO METRICO","KM.325,386","C1516"
"RED DE ANCHO METRICO","KM.325,886","C1517"
"RED DE ANCHO METRICO","KM.331,420","C1518"
"RED DE ANCHO METRICO","KM.332,620","C1519"
"RED DE ANCHO METRICO","KM.333,250","C1520"
"RED DE ANCHO METRICO","KM.333,450","C1521"
"RED DE ANCHO METRICO","KM.333,870","C1522"
"RED DE ANCHO METRICO","KM.334,000","C1523"
"RED DE ANCHO METRICO","KM.338,900","C1524"
"RED DE ANCHO METRICO","KM.339,350","C1525"
"RED DE ANCHO METRICO","KM.340,570","C1526"
"RED DE ANCHO METRICO","KM.340,790","C1527"
"RED DE ANCHO METRICO","KM.341,640","C1528"
"RED DE ANCHO METRICO","KM.342,120","C1529"
"RED DE ANCHO METRICO","KM.342,433","C1530"
"RED DE ANCHO METRICO","KM.342,453","C1531"
"RED DE ANCHO METRICO","KM.347,930","C1532"
"RED DE ANCHO METRICO","KM.348,480","C1533"
"RED DE ANCHO METRICO","KM.350,170","C1534"
"RED DE ANCHO METRICO","KM.355,100","C1535"
"RED DE ANCHO METRICO","KM.355,521","C1536"
"RED DE ANCHO METRICO","KM.356,300","C1537"
"RED DE ANCHO METRICO","KM.356,500","C1538"
"RED DE ANCHO METRICO","KM.357,060","C1539"
"RED DE ANCHO METRICO","KM.357,170","C1540"
"RED DE ANCHO METRICO","KM.358,300","C1541"
"RED DE ANCHO METRICO","KM.359,500","C1542"
"RED DE ANCHO METRICO","KM.359,720","C1543"
"RED DE ANCHO METRICO","KM.361,430","C1544"
"RED DE ANCHO METRICO","KM.361,460","C1545"
"RED DE ANCHO METRICO","KM.361,820","C1546"
"RED DE ANCHO METRICO","KM.363,430","C1547"
"RED DE ANCHO METRICO","KM.368,148","C1548"
"RED DE ANCHO METRICO","KM.368,203","C1549"
"RED DE ANCHO METRICO","KM.368,709","C1550"
"RED DE ANCHO METRICO","KM.368,746","C1551"
"RED DE ANCHO METRICO","KM.372,072","C1552"
"RED DE ANCHO METRICO","KM.372,200","C1553"
"RED DE ANCHO METRICO","KM.374,330","C1554"
"RED DE ANCHO METRICO","KM.375,780","C1555"
"RED DE ANCHO METRICO","KM.377,950","C1556"
"RED DE ANCHO METRICO","KM.378,250","C1557"
"RED DE ANCHO METRICO","KM.384,850","C1558"
"RED DE ANCHO METRICO","KM.385,290","C1559"
"RED DE ANCHO METRICO","KM.389,900","C1560"
"RED DE ANCHO METRICO","KM.390,000","C1561"
"RED DE ANCHO METRICO","KM.390,027","C1562"
"RED DE ANCHO METRICO","KM.390,545","C1563"
"RED DE ANCHO METRICO","KM.396,020","C1564"
"RED DE ANCHO METRICO","KM.396,220","C1565"
"RED DE ANCHO METRICO","KM.397,268","C1566"
"RED DE ANCHO METRICO","KM.397,515","C1567"
"RED DE ANCHO METRICO","KM.397,710","C1568"
"","KM.400,180","C1569"
"RED DE ANCHO METRICO","KM.409,640","C1570"
"RED DE ANCHO METRICO","KM. 411,830","C1571"
"RED DE ANCHO METRICO","KM.412,196","C1572"
"RED DE ANCHO METRICO","KM.412,265","C1573"
"RED DE ANCHO METRICO","KM.412,560","C1574"
"RED DE ANCHO METRICO","KM.412,960","C1575"
"RED DE ANCHO METRICO","KM.417,750","C1576"
"RED DE ANCHO METRICO","KM.418,500","C1577"
"RED DE ANCHO METRICO","KM.418,700","C1578"
"RED DE ANCHO METRICO","KM.420,700","C1579"
"RED DE ANCHO METRICO","KM.424,590","C1580"
"RED DE ANCHO METRICO","KM.424,930","C1581"
"RED DE ANCHO METRICO","KM.428,000","C1582"
"RED DE ANCHO METRICO","KM.428,215","C1583"
"RED DE ANCHO METRICO","KM. 430,462","C1584"
"RED DE ANCHO METRICO","KM. 430,832","C1585"
"RED DE ANCHO METRICO","KM. 432,080","C1586"
"RED DE ANCHO METRICO","KM. 432,380","C1587"
"RED DE ANCHO METRICO","KM. 435,560","C1588"
"RED DE ANCHO METRICO","KM. 435,750","C1589"
"RED DE ANCHO METRICO","KM. 438,070","C1590"
"RED DE ANCHO METRICO","KM. 438,760","C1591"
"RED DE ANCHO METRICO","KM. 440,300","C1592"
"RED DE ANCHO METRICO","KM. 441,000","C1593"
"RED DE ANCHO METRICO","KM. 442,320","C1594"
"RED DE ANCHO METRICO","KM. 442,870","C1595"
"RED DE ANCHO METRICO","KM. 446,240","C1596"
"RED DE ANCHO METRICO","KM. 446,900","C1597"
"RED DE ANCHO METRICO","KM. 447,500","C1598"
"RED DE ANCHO METRICO","KM. 447,850","C1599"
"RED DE ANCHO METRICO","KM. 450,860","C1600"
"RED DE ANCHO METRICO","KM. 452,678","C1601"
"RED DE ANCHO METRICO","KM. 452,900","C1602"
"RED DE ANCHO METRICO","KM. 454,380","C1603"
"RED DE ANCHO METRICO","KM. 454,490","C1604"
"RED DE ANCHO METRICO","KM. 457,260","C1605"
"RED DE ANCHO METRICO","KM. 457,550","C1606"
"RED DE ANCHO METRICO","KM. 458,010","C1607"
"RED DE ANCHO METRICO","KM. 458,460","C1608"
"RED DE ANCHO METRICO","KM. 460,030","C1609"
"RED DE ANCHO METRICO","KM. 460,340","C1610"
"RED DE ANCHO METRICO","KM. 461,020","C1611"
"RED DE ANCHO METRICO","KM. 461,210","C1612"
"RED DE ANCHO METRICO","KM. 465,660","C1613"
"RED DE ANCHO METRICO","KM. 466,880","C1614"
"RED DE ANCHO METRICO","KM. 467,520","C1615"
"RED DE ANCHO METRICO","KM. 468,160","C1616"
"RED DE ANCHO METRICO","KM. 468,610","C1617"
"RED DE ANCHO METRICO","KM. 470,200","C1618"
"RED DE ANCHO METRICO","KM. 470,540","C1619"
"RED DE ANCHO METRICO","KM. 472,590","C1620"
"RED DE ANCHO METRICO","KM. 472,930","C1621"
"RED DE ANCHO METRICO","KM. 477,010","C1622"
"RED DE ANCHO METRICO","KM. 478,030","C1623"
"RED DE ANCHO METRICO","KM. 480,860","C1624"
"RED DE ANCHO METRICO","KM. 481,065","C1625"
"RED DE ANCHO METRICO","KM. 483,290","C1626"
"RED DE ANCHO METRICO","KM. 484,490","C1627"
"RED DE ANCHO METRICO","KM. 486,635","C1628"
"RED DE ANCHO METRICO","KM. 487,250","C1629"
"RED DE ANCHO METRICO","KM. 488,420","C1630"
"RED DE ANCHO METRICO","KM. 488,655","C1631"
"RED DE ANCHO METRICO","KM. 491,400","C1632"
"RED DE ANCHO METRICO","KM. 495,340","C1633"
"RED DE ANCHO METRICO","KM. 495,396","C1634"
"RED DE ANCHO METRICO","KM. 495,930","C1635"
"RED DE ANCHO METRICO","KM. 496,860","C1636"
"RED DE ANCHO METRICO","KM. 498,840","C1637"
"RED DE ANCHO METRICO","KM.  1,030","C1638"
"RED DE ANCHO METRICO","KM.  1,300","C1639"
"RED DE ANCHO METRICO","KM. 499,200","C1640"
"RED DE ANCHO METRICO","KM. 499,920","C1641"
"RED DE ANCHO METRICO","KM. 500,110","C1642"
"RED DE ANCHO METRICO","PK. 504,730","C1643"
"RED DE ANCHO METRICO","PK. 506,220","C1644"
"RED DE ANCHO METRICO","PK. 507,950","C1645"
"RED DE ANCHO METRICO","PK. 508,180","C1646"
"RED DE ANCHO METRICO","PK. 508,380","C1647"
"RED DE ANCHO METRICO","PK. 508,470","C1648"
"RED DE ANCHO METRICO","PK. 508,988","C1649"
"RED DE ANCHO METRICO","PK. 509,273","C1650"
"RED DE ANCHO METRICO","PK. 510,765","C1651"
"RED DE ANCHO METRICO","PK. 511,170","C1652"
"RED DE ANCHO METRICO","PK. 513,021","C1653"
"RED DE ANCHO METRICO","PK. 513,583","C1654"
"RED DE ANCHO METRICO","PK. 514,102","C1655"
"RED DE ANCHO METRICO","PK. 514,585","C1656"
"RED DE ANCHO METRICO","PK. 515,877","C1657"
"RED DE ANCHO METRICO","PK. 516,238","C1658"
"RED DE ANCHO METRICO","PK. 516,635","C1659"
"RED DE ANCHO METRICO","PK. 516,655","C1660"
"RED DE ANCHO METRICO","PK. 517,100","C1661"
"RED DE ANCHO METRICO","PK. 518,118","C1662"
"RED DE ANCHO METRICO","PK. 518,266","C1663"
"RED DE ANCHO METRICO","PK. 518,520","C1664"
"RED DE ANCHO METRICO","PK. 519,595","C1665"
"RED DE ANCHO METRICO","PK. 519,998","C1666"
"RED DE ANCHO METRICO","PK. 520,736","C1667"
"RED DE ANCHO METRICO","PK. 523,220","C1668"
"RED DE ANCHO METRICO","PK. 523,630","C1669"
