"Código","Longitud","Latitud"
"C5008","",""
"C5009","",""
"C5010","",""
"C5011","",""
"C5012","",""
"C5013","",""
"C5014","",""
"C5015","",""
"C5016","",""
"C5017","",""
"C5018","",""
"C5019","",""
"C5020","",""
"C5021","",""
"C5022","",""
"C5023","",""
"C5024","",""
"C5025","",""
"C5026","",""
"C5027","",""
"C5028","",""
"C5029","",""
"C5030","",""
"C5031","",""
"C5032","",""
"C5033","",""
"C5034","",""
"C5035","",""
"C5036","",""
"C5037","",""
"C5038","",""
"C5039","",""
"C5040","",""
"C5041","",""
"C5042","",""
"C5043","",""
"C5044","",""
"C5045","",""
"C5046","",""
"C5047","",""
"C5048","",""
"C5049","",""
"C5050","",""
"C5051","",""
"C5052","",""
"C5053","",""
"C5054","",""
"C5055","",""
"C5056","",""
"C5057","",""
"C5058","",""
"C5059","",""
"C5060","",""
"C5061","",""
"C5062","",""
"C5063","",""
"C5064","",""
"C5065","",""
"C5066","",""
"C5067","",""
"C5068","",""
"C5069","",""
"C5070","",""
"C5071","",""
"C5072","",""
"C5073","",""
"C5074","",""
"C5075","",""
"C5076","",""
"C5077","",""
"C5078","",""
"C5079","",""
"C5080","",""
"C5081","",""
"C5082","",""
"C5083","",""
"C5084","",""
"C5085","",""
"C5086","",""
"C5087","",""
"B0330","-1,830122","38,982453"
"C5088","",""
"C5089","",""
"C5090","",""
"C5091","",""
"C5092","",""
"C5093","",""
"C5094","",""
"C5095","",""
"C5096","",""
"C5097","",""
"C5098","",""
"C5099","",""
"C5100","",""
"C5101","",""
"C5102","",""
"C5103","",""
"C5104","",""
"C5105","",""
"C5106","",""
"C5107","",""
"C5900","",""
"C5901","",""
"C5902","",""
"C5903","",""
"C5904","",""
"C5905","",""
"C5906","",""
"C5907","",""
"C5108","",""
"C5109","",""
"C5110","",""
"C5111","",""
"C5112","",""
"C5113","",""
"C5114","",""
"C5115","",""
"C5116","",""
"C5117","",""
"C5118","",""
"C5119","",""
"C5120","-6,244722","36,519167"
"C5121","",""
"C5122","",""
"C5123","",""
"C5124","",""
"C5125","",""
"C5126","",""
"C5127","",""
"C5128","",""
"C5129","",""
"C5130","",""
"C5131","",""
"C5132","",""
"C5133","",""
"C5134","",""
"C5135","",""
"C5136","",""
"C5137","",""
"C5138","",""
"C5139","",""
"C5140","",""
"C5141","",""
"C5142","",""
"C5147","",""
"C5148","",""
"C5149","",""
"C5150","",""
"C5151","",""
"C5152","",""
"C5943","",""
"C5944","",""
"C5945","",""
"C5946","",""
"C5153","",""
"C5154","",""
"C5155","",""
"C5156","",""
"C5157","",""
"C5158","",""
"C5159","",""
"C5160","",""
"C5161","",""
"C5162","",""
"C5163","",""
"C5164","",""
"C5165","",""
"C5166","",""
"C5167","",""
"C5168","",""
"C5169","",""
"C5170","",""
"C1503","",""
"C1504","",""
"C1505","",""
"C1506","",""
"C1507","",""
"C1508","",""
"C1509","",""
"C1510","-5,635633","42,711644"
"C1511","",""
"C1512","",""
"C1513","",""
"C1514","",""
"C1515","",""
"C1516","",""
"C1517","",""
"C1518","",""
"C1519","",""
"C1520","",""
"C1521","",""
"C1522","",""
"C1523","",""
"C1524","",""
"C1525","",""
"C1526","",""
"C1527","",""
"C1528","",""
"C1529","",""
"C1530","",""
"C1531","",""
"C1532","",""
"C1533","",""
"C1534","",""
"C1535","",""
"C1536","",""
"C1537","",""
"C1538","",""
"C1539","",""
"C1540","",""
"C1541","",""
"C1542","",""
"C1543","",""
"C1544","",""
"C1545","",""
"C1546","",""
"C1547","",""
"C1548","",""
"C1549","",""
"C1550","",""
"C1551","",""
"C1552","",""
"C1553","",""
"C1554","",""
"C1555","",""
"C1556","",""
"C1557","",""
"C1558","",""
"C1559","",""
"C1560","",""
"C1561","",""
"C1562","",""
"C1563","",""
"C1564","",""
"C1565","",""
"C1566","",""
"C1567","",""
"C1568","",""
"C1569","",""
"C1570","",""
"C1571","",""
"C1572","",""
"C1573","",""
"C1574","",""
"C1575","",""
"C1576","",""
"C1577","",""
"C1578","",""
"C1579","",""
"C1580","",""
"C1581","",""
"C1582","",""
"C1583","",""
"C1584","",""
"C1585","",""
"C1586","",""
"C1587","",""
"C1588","",""
"C1589","",""
"C1590","",""
"C1591","",""
"C1592","",""
"C1593","",""
"C1594","",""
"C1595","",""
"C1596","",""
"C1597","",""
"C1598","",""
"C1599","",""
"C1600","",""
"C1601","",""
"C1602","",""
"C1603","",""
"C1604","",""
"C1605","",""
"C1606","",""
"C1607","",""
"C1608","",""
"C1609","",""
"C1610","",""
"C1611","",""
"C1612","",""
"C1613","",""
"C1614","",""
"C1615","",""
"C1616","",""
"C1617","",""
"C1618","",""
"C1619","",""
"C1620","",""
"C1621","",""
"C1622","",""
"C1623","",""
"C1624","",""
"C1625","",""
"C1626","",""
"C1627","",""
"C1628","",""
"C1629","",""
"C1630","",""
"C1631","",""
"C1632","",""
"C1633","",""
"C1634","",""
"C1635","",""
"C1636","",""
"C1637","",""
"C1638","",""
"C1639","",""
"C1640","",""
"C1641","",""
"C1642","",""
"C1643","",""
"C1644","",""
"C1645","",""
"C1646","",""
"C1647","",""
"C1648","",""
"C1649","",""
"C1650","",""
"C1651","",""
"C1652","",""
"C1653","",""
"C1654","",""
"C1655","",""
"C1656","",""
"C1657","",""
"C1658","",""
"C1659","",""
"C1660","",""
"C1661","",""
"C1662","",""
"C1663","",""
"C1664","",""
"C1665","",""
"C1666","",""
"C1667","",""
"C1668","",""
"C1669","",""
"C1670","",""
"C1671","",""
"C1672","",""
"C1673","",""
"C1674","",""
"C1675","",""
"C1676","",""
"C1677","",""
"C1678","",""
"C1679","",""
"C1680","",""
"C1681","",""
"C1682","",""
"C1683","",""
"C1684","",""
"C1685","",""
"C1686","",""
"C1687","",""
"C1688","",""
"C1689","",""
"C1690","",""
"C1691","",""
"C1692","",""
"C1693","",""
"C1694","",""
"C1695","",""
"C1696","",""
"C1697","",""
"C1698","",""
"C1699","",""
"C1700","",""
"C1701","",""
"C1702","",""
"C1703","",""
"C1704","",""
"C1706","",""
"C1707","",""
"C1708","",""
"C1709","",""
"C1710","",""
"C1711","",""
"C1712","",""
"C1713","",""
"C1714","",""
"C1715","",""
"C1716","",""
"C1717","",""
"C1718","",""
"C1719","",""
"C1720","",""
"C1721","-3,819793","43,455492"
"C1722","-3,825901","43,453832"
"C1723","",""
"C1724","",""
"C1725","",""
"C1726","",""
"C1727","",""
"C1728","",""
"C1729","",""
"C1730","",""
"C1731","",""
"C1732","",""
"C1733","",""
"C1734","",""
"C1735","",""
"C1736","",""
"C1737","",""
"C1738","",""
"C1739","",""
"C1740","",""
"C1741","",""
"C1742","",""
"C1743","",""
"C1744","",""
"C1745","",""
"C1746","",""
"C1747","",""
"C1748","",""
"C1749","",""
"C1750","",""
"C1751","",""
"C1752","",""
"C1753","",""
"C1754","",""
"C1755","",""
"C1756","",""
"C1757","",""
"C1758","",""
"C1759","",""
"C1760","",""
"C1761","",""
"C1762","",""
"C1763","",""
"C1764","",""
"C1765","",""
"C1766","",""
"C1767","",""
"C1768","",""
"C1769","",""
"C1770","",""
"C1771","",""
"C1772","",""
"C1773","",""
"C1774","",""
"C1775","",""
"C1776","",""
"C5171","",""
"C5172","",""
"C5173","",""
"C5174","",""
"C5175","",""
"C5176","",""
"C5177","",""
"C5178","",""
"C5179","",""
"C5180","",""
"C5181","",""
"C5182","",""
"C5183","",""
"C5184","",""
"C5185","",""
"C5186","",""
"C5187","",""
"C5188","",""
"C5189","",""
"C5190","",""
"C5191","",""
"C5192","",""
"C5193","",""
"C5194","",""
"C5195","",""
"C5196","",""
"C5197","",""
"C5198","",""
"C5199","",""
"C5200","",""
"C5201","",""
"C5202","",""
"C5203","",""
"C5204","",""
"C5205","",""
"C5206","",""
"C5207","",""
"C5208","",""
"C5209","",""
"C5210","",""
"C5211","",""
"C5212","",""
"C5213","",""
"C5214","",""
"C5215","",""
"C5216","",""
"C5217","",""
"C5218","",""
"C5219","",""
"C5220","",""
"C5221","",""
"C5222","",""
"C5223","",""
"C5224","",""
"C5225","",""
"C5226","",""
"C5227","",""
"C5228","",""
"C5229","",""
"C5230","",""
"C5231","",""
"C5232","",""
"C5233","",""
"C5234","",""
"C5235","",""
"C1777","",""
"C1778","",""
"C1779","",""
"C1780","",""
"C1781","",""
"C1782","",""
"C1783","",""
"C1784","",""
"C1785","",""
"C1786","",""
"C1787","",""
"C1788","",""
"C1789","",""
"C1790","",""
"C1791","",""
"C1792","",""
"C1793","",""
"C1794","",""
"C1795","",""
"C1796","",""
"C1797","",""
"C1799","",""
"C1800","",""
"C1801","",""
"C1802","",""
"C1803","",""
"C1804","",""
"C1805","",""
"C1806","",""
"C1807","",""
"C1808","",""
"C1809","",""
"C1810","",""
"C1811","",""
"C1812","",""
"C1813","",""
"C1814","",""
"C1815","",""
"C1816","",""
"C1817","",""
"C1818","",""
"C1819","",""
"C1820","",""
"C1821","",""
"C1822","",""
"C1823","",""
"C1824","",""
"C1825","",""
"C1826","",""
"C1827","",""
"C1828","",""
"C1829","",""
"C1830","",""
"C1831","",""
"C1832","",""
"C1833","",""
"C1834","",""
"C1835","",""
"C1836","",""
"C1837","",""
"C1838","",""
"C1839","",""
"C1840","",""
"C1841","",""
"C1842","",""
"C1843","",""
"C1844","",""
"C1845","",""
"C1846","",""
"C1847","",""
"C1848","",""
"C1849","",""
"C1850","",""
"C1851","",""
"C1852","",""
"C1853","",""
"C1854","",""
"C1855","",""
"C1856","",""
"C1857","",""
"C1858","",""
"C1859","",""
"C1860","",""
"C1861","",""
"C1862","",""
"C1863","",""
"C1864","",""
"C1865","",""
"C1866","",""
"C1867","",""
"C1868","",""
"C1869","",""
"C1870","",""
"C1871","",""
"C1872","",""
"C1873","",""
"C1874","",""
"C1875","",""
"C1876","",""
"C1877","",""
"C1878","",""
"C1879","",""
"C1880","",""
"C1881","",""
"C1882","",""
"C1883","",""
"C1884","",""
"C1885","",""
"C1886","",""
"C1887","",""
"C1888","",""
"C1889","",""
"C1890","",""
"C1891","",""
"C1892","",""
"C1893","",""
"C1894","",""
"C1895","",""
"C1896","",""
"C1897","",""
"C1898","",""
"C1899","",""
"C1900","",""
"C1901","",""
"C1902","",""
"C1904","",""
"C1905","",""
"C1906","",""
"C1907","",""
"C1908","",""
"C1909","",""
"C1910","",""
"C1911","",""
"C1912","",""
"C1913","",""
"C1914","",""
"C1915","",""
"C1916","",""
"C1917","",""
"C1918","",""
"C1919","",""
"C1920","",""
"C1921","",""
"C1922","",""
"C1923","",""
"C1924","",""
"C1925","",""
"C1926","",""
"C1927","",""
"C1928","",""
"C1929","",""
"C1930","",""
"C1931","",""
"C1932","",""
"C1933","",""
"C1934","",""
"C1935","",""
"C1936","",""
"C1937","",""
"C1938","",""
"C1939","",""
"C1940","",""
"C1941","",""
"C1942","",""
"C1943","",""
"C1944","",""
"C1945","",""
"C1946","",""
"C1947","",""
"C1948","",""
"C1949","",""
"C1950","",""
"C1951","",""
"C1952","",""
"C1953","",""
"C1954","",""
"C1955","",""
"C1956","",""
"C1957","",""
"C1958","",""
"C1959","",""
"C1960","",""
"C1961","",""
"C1962","",""
"C1963","",""
"C1964","",""
"C1965","",""
"C1966","",""
"C1967","",""
"C1968","",""
"C1969","",""
"C1970","",""
"C5236","",""
"C5237","",""
"C5238","",""
"C5239","",""
"C5240","",""
"C5241","",""
"C5242","",""
"C5243","",""
"C5244","",""
"C5245","",""
"C5246","",""
"C5247","",""
"C5248","",""
"C5249","",""
"C5250","",""
"C5251","",""
"C5252","",""
"C5253","",""
"C5254","",""
"C5255","",""
"C5256","",""
"C5257","",""
"C5258","",""
"C5259","-5,794179","43,263551"
"C5260","-5,782486","43,25278"
"C5261","",""
"C5262","",""
"C5263","",""
"C5264","",""
"C5265","",""
"C5266","",""
"C5267","",""
"C5268","",""
"C5269","",""
"C5270","",""
"C5271","",""
"C5272","",""
"C5273","",""
"C5274","",""
"C1971","",""
"C1972","",""
"C1973","",""
"C1974","",""
"C1975","",""
"C1976","",""
"C1977","",""
"C1978","",""
"C1979","",""
"C1980","",""
"C1981","",""
"C1982","",""
"A1983","-5,725632","43,542045"
"A1984","-5,728417","43,54826"
"C4040","",""
"C4041","",""
"A1703","-5,678233","43,313501"
"C1401","",""
"C1402","",""
"C1983","",""
"A1985","-5,69148","43,529276"
"A1986","-5,687692","43,527555"
"05295","-6,952031","43,527175"
"05301","-5,869919","43,365925"
"05319","-6,059931","43,425544"
"05355","-5,875153","43,283181"
"05377","-5,754903","43,176075"
"05387","-5,600394","43,151058"
"05413","-5,703428","43,394081"
"05431","-5,667792","43,290786"
"05441","-5,575014","43,259847"
"05471","-3,095406","43,209014"
"05785","-5,549286","42,657511"
"05790","-5,127567","42,786261"
"05797","-5,403264","42,864922"
"05953","-0,953644","37,607819"
"05967","-0,864797","37,619836"
"B2300","-8,610298","42,338983"
"B5120","",""
"C1160","-1,786095","43,35049"
"C3308","-6,825961","40,605683"
"C7730","1,914488","42,44716"
"C7931","3,1592","42,434823"
"C1161","",""
"C7932","",""
"B6403","",""
"B6405","-0,519932","38,345886"
"A6143","",""
"B6406","-0,531123","38,362036"
"B1505","-4,544351","42,023622"
"B0602","",""
"C8102","",""
"B0340","-0,716404","38,393676"
"B0341","",""
"C0364","",""
"C0365","",""
"C0366","",""
"C0367","",""
"C6120","",""
"C6121","",""
"C6122","",""
"03410","-0,766969","38,244499"
"03411","",""
"03412","-0,876261","38,134698"
"03413","",""
"03414","",""
"C0748","",""
"C0743","",""
"C0744","",""
"C0745","",""
"C0746","",""
"C0747","",""
"C0800","",""
"C1124","",""
"C4051","",""
"C4052","",""
"C4053","",""
"C4350","",""
"C4351","",""
"C4352","",""
"C4353","",""
"C4354","",""
"C4355","",""
"C4356","",""
"C4357","",""
"C4358","",""
"C4359","",""
"C4364","",""
"C4365","",""
"C4366","",""
"C4367","",""
"C4368","",""
"C4369","",""
"C0318","",""
"C0319","",""
"C0401","",""
"C0402","",""
"C0403","",""
"C3309","",""
"C3310","",""
"C3311","",""
"C3730","",""
"C4050","",""
"C7810","",""
"C7811","",""
"C7812","",""
"C7813","",""
"C7814","",""
"C7815","",""
"C7816","",""
"C7817","",""
"C7818","-0,481674","42,018266"
"C7819","-0,424763","42,078148"
"C7820","-0,418554","42,100701"
"C8000","",""
"C8001","",""
"C9212","",""
"C9213","",""
"C9214","",""
"C3320","",""
"C3321","",""
"C3322","",""
"C3323","",""
"C1100","",""
"C1110","",""
"C1111","",""
"C1112","",""
"C1113","",""
"C1114","",""
"C1115","",""
"C1116","",""
"C1117","",""
"C1118","",""
"C1119","",""
"C1120","",""
"C1121","",""
"C1122","",""
"C1123","",""
"C1450","",""
"C1451","",""
"C1452","",""
"C1453","",""
"C1454","",""
"C1455","",""
"C1456","",""
"C1457","",""
"C1458","",""
"C1459","",""
"C1460","",""
"C1461","",""
"C1462","",""
"C1463","",""
"C1464","",""
"C1465","",""
"C8010","",""
"C8011","",""
"C8012","",""
"C8013","",""
"C8014","",""
"C4361","",""
"C4362","",""
"C4363","",""
"C2000","",""
"C2001","",""
"C2002","",""
"C2003","",""
"C2004","",""
"C2005","",""
"C2006","",""
"C2007","",""
"C2008","",""
"C2009","",""
"C2010","",""
"C3100","",""
"C3101","",""
"C3102","",""
"C3103","",""
"C3104","",""
"C3105","",""
"C0500","",""
"C0502","",""
"C0600","",""
"C0601","",""
"C0602","",""
"C0610","",""
"C0611","",""
"C0612","",""
"C3502","",""
"C3503","",""
"C6001","-3,678977","40,399448"
"C6010","",""
"C6013","",""
"C6014","",""
"C6015","",""
"C6016","",""
"C6017","",""
"C6018","",""
"C6019","",""
"C6020","",""
"C6021","",""
"C6022","",""
"C6023","",""
"C6024","",""
"C6025","",""
"C6026","",""
"C6112","",""
"C6113","",""
"C6201","",""
"C6202","",""
"C6203","",""
"C6204","",""
"C6205","",""
"C6206","",""
"C6207","",""
"C6208","",""
"C6209","",""
"C6210","",""
"C6211","",""
"C6214","",""
"C6605","",""
"C6901","",""
"C6902","",""
"C6903","",""
"C6904","",""
"C0100","",""
"C0101","",""
"C0102","",""
"C0103","",""
"C0104","",""
"C0105","",""
"C0106","",""
"C0130","",""
"C0131","",""
"C0132","",""
"C0133","",""
"C0140","",""
"C0141","",""
"C0142","",""
"C0143","",""
"C0144","",""
"C0301","",""
"C0302","-3,765806","37,847972"
"C7032","",""
"C7033","",""
"C7034","",""
"C7035","",""
"C7036","",""
"C7037","",""
"C7038","",""
"C7039","",""
"C7040","",""
"C7041","",""
"C7042","",""
"C7043","",""
"C7044","",""
"C7045","",""
"C7046","",""
"C7047","",""
"C7048","",""
"C7049","",""
"C7050","",""
"C7051","",""
"C7052","",""
"C7053","",""
"C7054","",""
"C7055","",""
"C7056","",""
"C7057","",""
"C7058","",""
"C7059","",""
"C7060","",""
"C7061","",""
"C7062","",""
"C7063","",""
"C7064","2,946952","42,253369"
"C7065","2,988666","42,15999"
"C7066","2,990377","42,166048"
"C7067","",""
"C7068","",""
"C7069","2,818889","41,983712"
"C7070","",""
"C7071","",""
"C6502","",""
"C6503","",""
"C6504","",""
"C6505","",""
"C6506","",""
"C6507","",""
"C6508","",""
"C6509","",""
"C6510","",""
"C6511","",""
"C6512","",""
"C6513","",""
"C6514","",""
"C6515","",""
"C6516","",""
"C6528","",""
"C6529","",""
"C6530","",""
"C7020","",""
"C7021","",""
"C7022","",""
"C7025","",""
"C7026","",""
"C7027","",""
"C7028","",""
"C7029","",""
"C7030","",""
"C7031","",""
"C6518","",""
"C6519","",""
"C6520","",""
"C6521","",""
"C6522","",""
"C6523","",""
"C6524","",""
"C6525","",""
"C6526","",""
"C6527","",""
"C4400","",""
"C4401","",""
"C7000","",""
"C7001","",""
"C7002","",""
"C0603","-3,611166","38,014213"
"C0604","",""
"C0605","",""
"C0606","",""
"C0607","",""
"C0608","",""
"C0609","",""
"C3500","",""
"C3501","",""
"C3600","",""
"C3601","-6,372189","39,071733"
"C3603","",""
"C3700","",""
"C5500","",""
"C5502","",""
"C5510","",""
"C5511","",""
"C9832","",""
"D3604","",""
"C0005","-5,346834","38,413432"
"C0006","-5,205483","38,261974"
"C0007","",""
"C0008","",""
"C4010","",""
"C4011","",""
"C4012","",""
"C3701","",""
"C3702","",""
"C3703","",""
"C3704","",""
"C3705","",""
"C3706","",""
"C3707","",""
"C3708","",""
"C3709","",""
"C3740","",""
"C3763","",""
"C9400","",""
"B1513","-5,569707","42,537737"
"C3504","",""
"C1466","",""
"C4013","",""
"C7072","",""
"C5441","-4,219611","37,134234"
"C5442","-3,97882","37,231067"
"B0821","",""
"B0822","",""
"C0819","",""
"C0838","",""
"C0839","",""
"A2301","",""
"C3106","",""
"B2301","-8,649782","42,484718"
"C3107","",""
"C3108","",""
"C3109","",""
"C6531","",""
"B0813","-4,674754","41,702949"
"B0814","-4,486438","41,925302"
"B0815","-4,437038","41,944086"
"B0816","-4,430862","41,945721"
"B0817","-4,479474","41,964766"
"B0818","-4,792448","42,194185"
"B0819","-5,145047","42,393571"
"B0823","-5,582946","42,528569"
"B0824","-5,579869","42,583905"
"C3110","",""
"23023","",""
"C2230","",""
"C2231","",""
"08223","-8,713075","42,234493"
"08224","-8,603574","42,28451"
"B0825","",""
"B0826","-5,579799","42,578347"
"B0810","-4,679711","41,695729"
"C0848","",""
"C0849","",""
"08014","-4,524029","41,847981"
"08015","",""
"08016","-4,115719","42,14356"
"08017","",""
"08018","-3,888429","42,284102"
"08019","",""
"08206","-5,579628","42,581613"
"08020","-3,659529","42,371968"
"C0349","",""
"C8200","",""
"C0852","",""
"C0853","",""
"C0854","",""
"22301","-8,649246","42,28747"
"22310","-8,643979","42,288884"
"B7945","2,631651","41,747758"
"B2302","-8,642877","42,794334"
"C3111","",""
"08003","",""
"B0201","-4,72197","37,000783"
"C6027","",""
"B2230","-8,603716","42,293853"
"C2232","",""
"A0810","-4,711262","41,649984"
"C0870","",""
"C0871","-4,710444","41,651139"
"C0872","",""
"C0873","",""
"C8103","",""
"C7510","",""
"C7511","",""
"B0840","-5,63306","41,534632"
"C3020","",""
"02030","-4,560807","37,01812"
"02031","",""
"02035","-3,873282","37,241562"
"08240","-4,923063","41,291182"
"08241","-4,936343","41,292556"
"08242","-5,414863","41,477152"
"08243","",""
"B0105","-4,643376","37,041884"
"B0107","-4,201298","37,15308"
"B0109","-3,984744","37,231558"
"B0110","-3,614495","37,183322"
"B3200","-4,967546","41,284188"
"B0104","-4,583611","37,033889"
"C2400","",""
"C2401","",""
"C2402","",""
"C2403","",""
"C2404","",""
"C2405","",""
"C2406","",""
"C2407","",""
"C2408","",""
"C2409","",""
"C2410","",""
"C2411","",""
"C2412","",""
"C2413","",""
"C2414","",""
"C2415","",""
"C2416","",""
"C2417","",""
"C2418","",""
"C2419","",""
"C2420","",""
"C2421","",""
"C2422","",""
"C2423","",""
"C2424","",""
"C2425","",""
"C2426","",""
"C2427","",""
"C2428","",""
"C2429","",""
"C2430","",""
"C2431","",""
"C2432","",""
"C2433","",""
"C2434","",""
"C2435","",""
"70112","-3,441525","40,463898"
"97200","-3,709131","40,499938"
"C1413","",""
"C3750","",""
"C3751","",""
"C3112","",""
"C6535","",""
"C2301","",""
"C2302","",""
"C2303","",""
"C2304","",""
"C2305","",""
"C2306","",""
"C2307","",""
"C2436","",""
"C2437","",""
"C2438","",""
"C2443","",""
"C2444","",""
"C2445","",""
"C2446","",""
"C2440","",""
"C2441","",""
"C2442","",""
"23020","-8,735172","42,702403"
"23021","-8,656822","42,780821"
"A0823","-5,569147","42,534457"
"A1410","-4,531051","42,012169"
"C8201","",""
"C8202","",""
"C8203","",""
"C8204","",""
"C8205","",""
"C8206","",""
"C8207","",""
"C8208","",""
"C8209","",""
"C8210","",""
"C8212","",""
"C8213","",""
"C8214","",""
"C8215","",""
"C7073","2,825631","41,994504"
"A8240","-4,941111","41,293261"
"C3021","",""
"C3022","",""
"C3023","",""
"C8216","",""
"C8217","",""
"C8218","",""
"70113","-3,253805","40,570856"
"C8219","",""
"A7510","0,650421","41,620831"
"C0107","",""
"C8220","",""
"C0108","",""
"C0109","",""
"51113","-5,964029","37,332989"
"A5410","1,126294","41,119891"
"B5407","",""
"B5408","",""
"B5409","",""
"B5410","1,116839","41,120728"
"B7510","1,137887","41,123161"
"C3024","",""
"C3025","-5,74357","41,514471"
"B3020","",""
"C3113","",""
"C3114","",""
"C3115","",""
"C8221","",""
"C3026","-5,80273","41,548016"
"C8222","",""
"90002","",""
"90003","",""
"90004","",""
"90005","",""
"C0429","",""
"C0430","",""
"A1650","-5,874004","43,527201"
"A3142","-8,464902","43,159659"
"A5110","-5,975632","37,336896"
"A5111","-5,981959","37,338291"
"A6410","-0,425641","39,326184"
"A6504","-0,335673","39,437396"
"A6505","-0,333709","39,434378"
"C3116","-4,93992","41,29887"
"C7201","",""
"C7203","",""
"C7204","",""
"C6540","",""
"C6541","",""
"C6517","",""
"C7821","",""
"C7822","",""
"B4105","1,23844","41,178821"
"B5411","1,14409","41,130091"
"C6532","",""
"C6533","",""
"C6534","",""
"C6536","",""
"C6537","",""
"C6538","",""
"C6539","",""
"C6542","",""
"C6543","",""
"C6544","",""
"B4106","1,19924","41,233231"
"C5443","",""
"C5444","",""
"C5445","",""
"C6545","",""
"C0347","",""
"A6422","-0,371662","39,455439"
"B0323","-0,382171","39,452069"
"C0874","",""
"C0875","",""
"C0876","",""
"C0877","",""
"C7402","",""
"C7404","",""
"C7406","",""
"C7408","",""
"C7410","",""
"B0841","",""
"B0842","",""
"B0843","-5,801765","41,576942"
"C0878","",""
"C0880","",""
"C0881","",""
"C0882","",""
"C0884","",""
"C0885","",""
"C0886","",""
"C0887","",""
"C0888","",""
"C0889","",""
"C0890","",""
"0878","",""
"C7304","-2,569791","41,100346"
"C7081","-0,92543","41,668547"
"C1403","-2,21565","43,034481"
"C3180","-3,683704","40,400154"
"C3181","-3,715683","40,411735"
"C7310","1,117272","41,171669"
"C7943","",""
"C6418","-0,501282","39,017719"
"10620","-4,681012","41,63435"
"A8241","",""
"C2202","",""
"C2203","",""
"C2204","",""
"A8243","",""
"A8244","",""
"A8245","",""
"A8246","",""
"A8247","",""
"A8248","-7,809828","42,255867"
"C6419","",""
"C6420","",""
"C6421","",""
"C6422","",""
"C6423","",""
"C6425","",""
"C1125","-2,251891","42,870054"
"C2011","-6,805351","42,497564"
"20324","-7,447536","42,869463"
"B0885","-3,683174","40,465922"
"B0886","",""
"B0887","",""
"B0888","-3,689118","40,402841"
"B0889","",""
"C7802","-0,857763","41,690605"
"C7401","-0,54755","42,181529"
"C6424","-0,380739","39,457766"
"64205","",""
"65420","0,911933","40,997731"
"65421","0,974859","41,047783"
"65422","1,044607","41,079293"
"A0843","-5,807213","41,555961"
"B3019","-5,744827","41,513087"
"B3021","-5,794014","41,533894"
"B3120","-6,576539","42,044653"
"C0505","",""
"B0100","",""
"C6074","-1,709517","37,641467"
"31101","-5,811807","41,563417"
"C7945","2,475195","41,547845"
"C6105","-1,611038","38,386982"
"B3122","-6,689351","42,034385"
"C0110","-4,918573","37,225863"
"A6133","-1,029695","38,00561"
"A6135","-1,103626","37,970143"
"A6137","-1,089298","37,975431"
"C6123","-1,030056","38,005374"
"C0111","-4,294163","37,138503"
"03200","-3,691229","40,409258"
"B1803","-3,679451","40,374477"
"04120","1,161435","41,137807"
"B7183","2,186921","41,401947"
"08244","",""
"08245","-5,936033","41,829281"
"08246","-6,160131","41,957808"
"08247","-6,563636","42,044653"
"08248","-6,677271","42,03718"
"C6200","",""
"C8020","-3,659342","42,374317"
"B3750","-6,464111","38,916111"
"B3760","-6,923639","38,920639"
"A8249","-7,822886","42,257053"
"08253","-7,804619","42,255622"
"08255","-7,815483","42,256194"
"A8250","-7,829853","42,261322"
"08250","-7,048342","42,047006"
"08251","-7,138758","42,064403"
"08252","-7,637228","42,194703"
"A1510","-5,59375","42,597333"
"A0825","-3,657396","42,372403"
"B3500","-6,147636","39,955411"
"B3501","-6,148967","39,974667"
"A3540","-6,390308","39,444214"
"B3503","-6,428628","39,514022"
"B3502","-6,440833","39,532664"
"B3600","-6,39945","39,421294"
"B3601","-6,398611","39,419217"
"B3602","-6,371711","39,073389"
"C3602","",""
"03500","-6,198278","39,941819"
"03501","-6,438647","39,723636"
"03602","-6,379856","39,292692"
"Z0046","",""
"Z0139","",""
"Z0021","",""
"Z0061","",""
"Z0002","",""
"Z0302","",""
"Z0331","",""
"Z0264","",""
"Z0165","",""
"Z0083","",""
"Z0096","",""
"Z0127","",""
"Z0020","",""
"Z0093","",""
"Z0166","",""
"Z0031","",""
"Z0176","",""
"Z0078","",""
"C0816","",""
"ZN816","",""
"Z0125","",""
"Z0064","",""
"Z0121","",""
"Z0003","",""
"Z0076","",""
"Z0043","",""
"Z0110","",""
"Z0142","",""
"Z0026","",""
"Z0068","",""
"Z1147","",""
"Z0100","",""
"Z0101","",""
"Z0042","",""
"Z0070","",""
"Z0007","",""
"Z0129","",""
"Z0011","",""
"Z0136","",""
"Z0016","",""
"ZN002","",""
"ZN003","",""
"ZN001","",""
"Z0155","",""
"Z0072","",""
"Z0052","",""
"Z0124","",""
"Z0132","",""
"Z0053","",""
"Z0156","",""
"Z0107","",""
"Z0025","",""
"Z0103","",""
"Z0112","",""
"Z0148","",""
"Z0114","",""
"Z0066","",""
"Z0153","",""
"Z0163","",""
"Z0009","",""
"Z0082","",""
"Z0157","",""
"Z0059","",""
"Z0170","",""
"Z0060","",""
"Z0152","",""
"Z0149","",""
"Z0062","",""
"Z0085","",""
"Z0172","",""
"Z0080","",""
"Z0073","",""
"Z0116","",""
"Z0169","",""
"Z0174","",""
"Z0131","",""
"Z0141","",""
"Z0150","",""
"Z0178","",""
"Z0118","",""
"Z0159","",""
"Z0089","",""
