"Subdirección","Código"
"RC SUR","D3604"
"RC SUR","C0005"
"RC SUR","C0006"
"RC SUR","C0007"
"RC SUR","C0008"
"RC SUR","C4010"
"RC SUR","C4011"
"RC SUR","C4012"
"RC CENTRO","C3701"
"RC CENTRO","C3702"
"RC CENTRO","C3703"
"RC CENTRO","C3704"
"RC CENTRO","C3705"
"RC SUR","C3706"
"RC SUR","C3707"
"RC SUR","C3708"
"RC SUR","C3709"
"RC SUR","C3740"
"RC SUR","C3763"
"RC CENTRO","C9400"
"RC NOROESTE","B1513"
"RC CENTRO","C3504"
"RC NORTE","C1466"
"RC SUR","C4013"
"RC NORESTE","C7072"
"RED DE ALTA VELOCIDAD (RAV)","C5441"
"RC SUR","C5442"
"RED DE ALTA VELOCIDAD (RAV)","B0821"
"RED DE ALTA VELOCIDAD (RAV)","B0822"
"RED DE ALTA VELOCIDAD (RAV)","C0819"
"RED DE ALTA VELOCIDAD (RAV)","C0838"
"RED DE ALTA VELOCIDAD (RAV)","C0839"
"RC NOROESTE","A2301"
"RC NOROESTE","C3106"
"RC NOROESTE","B2301"
"RC NOROESTE","C3107"
"RC NOROESTE","C3108"
"RC NOROESTE","C3109"
"RC ESTE","C6531"
"RED DE ALTA VELOCIDAD (RAV)","B0813"
"RED DE ALTA VELOCIDAD (RAV)","B0814"
"RED DE ALTA VELOCIDAD (RAV)","B0815"
"RED DE ALTA VELOCIDAD (RAV)","B0816"
"RED DE ALTA VELOCIDAD (RAV)","B0817"
"RC NOROESTE","B0818"
"RC NOROESTE","B0819"
"RC NOROESTE","B0823"
"RC NOROESTE","B0824"
"RC NOROESTE","C3110"
"RC NOROESTE","23023"
"RC NOROESTE","C2230"
"RC NOROESTE","C2231"
"RC NOROESTE","08223"
"RC NOROESTE","08224"
"RC NORTE","B0825"
"RC NOROESTE","B0826"
"RED DE ALTA VELOCIDAD (RAV)","B0810"
"RED DE ALTA VELOCIDAD (RAV)","C0848"
"RED DE ALTA VELOCIDAD (RAV)","C0849"
"RED DE ALTA VELOCIDAD (RAV)","08014"
"RED DE ALTA VELOCIDAD (RAV)","08015"
"RED DE ALTA VELOCIDAD (RAV)","08016"
"RED DE ALTA VELOCIDAD (RAV)","08017"
"RED DE ALTA VELOCIDAD (RAV)","08018"
"RED DE ALTA VELOCIDAD (RAV)","08019"
"RED DE ALTA VELOCIDAD (RAV)","08206"
"RED DE ALTA VELOCIDAD (RAV)","08020"
"RED DE ALTA VELOCIDAD (RAV)","C0349"
"RED DE ALTA VELOCIDAD (RAV)","C8200"
"RED DE ALTA VELOCIDAD (RAV)","C0852"
"RED DE ALTA VELOCIDAD (RAV)","C0853"
"RED DE ALTA VELOCIDAD (RAV)","C0854"
"RC NOROESTE","22301"
"RC NOROESTE","22310"
"RC NORESTE","B7945"
"RC NOROESTE","B2302"
"RC NOROESTE","C3111"
"RED DE ALTA VELOCIDAD (RAV)","08003"
"RED DE ALTA VELOCIDAD (RAV)","B0201"
"RC ESTE","C6027"
"RC NOROESTE","B2230"
"RC NOROESTE","C2232"
"RED DE ALTA VELOCIDAD (RAV)","A0810"
"RED DE ALTA VELOCIDAD (RAV)","C0870"
"RED DE ALTA VELOCIDAD (RAV)","C0871"
"RED DE ALTA VELOCIDAD (RAV)","C0872"
"RED DE ALTA VELOCIDAD (RAV)","C0873"
"RC CENTRO","C8103"
"RC NORESTE","C7510"
"RC NORESTE","C7511"
"RED DE ALTA VELOCIDAD (RAV)","B0840"
"RED DE ALTA VELOCIDAD (RAV)","C3020"
"RED DE ALTA VELOCIDAD (RAV)","02030"
"RED DE ALTA VELOCIDAD (RAV)","02031"
"RED DE ALTA VELOCIDAD (RAV)","02035"
"RED DE ALTA VELOCIDAD (RAV)","08240"
"RED DE ALTA VELOCIDAD (RAV)","08241"
"RED DE ALTA VELOCIDAD (RAV)","08242"
"RED DE ALTA VELOCIDAD (RAV)","08243"
"RED DE ALTA VELOCIDAD (RAV)","B0105"
"RED DE ALTA VELOCIDAD (RAV)","B0107"
"RED DE ALTA VELOCIDAD (RAV)","B0109"
"RED DE ALTA VELOCIDAD (RAV)","B0110"
"RC NOROESTE","B3200"
"RED DE ALTA VELOCIDAD (RAV)","B0104"
"RC NORTE","C2400"
"RC NORTE","C2401"
"RC NORTE","C2402"
"RC NORTE","C2403"
"RC NORTE","C2404"
"RC NORTE","C2405"
"RC NORTE","C2406"
"RC NORTE","C2407"
"RC NORTE","C2408"
"RC NORTE","C2409"
"RC NORTE","C2410"
"RC NORTE","C2411"
"RC NORTE","C2412"
"RC NORTE","C2413"
"RC NORTE","C2414"
"RC NORTE","C2415"
"RC NORTE","C2416"
"RC NORTE","C2417"
"RC NORTE","C2418"
"RC NORTE","C2419"
"RC NORTE","C2420"
"RC NORTE","C2421"
"RC NORTE","C2422"
"RC NORTE","C2423"
"RC NORTE","C2424"
"RC NORTE","C2425"
"RC NORTE","C2426"
"RC NORTE","C2427"
"RC NORTE","C2428"
"RC NORTE","C2429"
"RC NORTE","C2430"
"RC NORTE","C2431"
"RC NORTE","C2432"
"RC NORTE","C2433"
"RC NORTE","C2434"
"RC NORTE","C2435"
"RC CENTRO","70112"
"RC CENTRO","97200"
"RC NORTE","C1413"
"RC SUR","C3750"
"RC SUR","C3751"
"RC NOROESTE","C3112"
"RC NORESTE","C6535"
"RC NOROESTE","C2301"
"RC NOROESTE","C2302"
"RC NOROESTE","C2303"
"RC NOROESTE","C2304"
"RC NOROESTE","C2305"
"RC NOROESTE","C2306"
"RC NOROESTE","C2307"
"RC NOROESTE","C2436"
"RC NOROESTE","C2437"
"RC NOROESTE","C2438"
"RC NOROESTE","C2443"
"RC NOROESTE","C2444"
"RC NOROESTE","C2445"
"RC NOROESTE","C2446"
"RC NOROESTE","C2440"
"RC NOROESTE","C2441"
"RC NOROESTE","C2442"
"RC NOROESTE","23020"
"RC NOROESTE","23021"
"RC NOROESTE","A0823"
"RC NOROESTE","A1410"
"RED DE ALTA VELOCIDAD (RAV)","C8201"
"RED DE ALTA VELOCIDAD (RAV)","C8202"
"RED DE ALTA VELOCIDAD (RAV)","C8203"
"RED DE ALTA VELOCIDAD (RAV)","C8204"
"RED DE ALTA VELOCIDAD (RAV)","C8205"
"RED DE ALTA VELOCIDAD (RAV)","C8206"
"RED DE ALTA VELOCIDAD (RAV)","C8207"
"RED DE ALTA VELOCIDAD (RAV)","C8208"
"RED DE ALTA VELOCIDAD (RAV)","C8209"
"RED DE ALTA VELOCIDAD (RAV)","C8210"
"RED DE ALTA VELOCIDAD (RAV)","C8212"
"RED DE ALTA VELOCIDAD (RAV)","C8213"
"RED DE ALTA VELOCIDAD (RAV)","C8214"
"RED DE ALTA VELOCIDAD (RAV)","C8215"
"RC NORESTE","C7073"
"RED DE ALTA VELOCIDAD (RAV)","A8240"
"RED DE ALTA VELOCIDAD (RAV)","C3021"
"RED DE ALTA VELOCIDAD (RAV)","C3022"
"RED DE ALTA VELOCIDAD (RAV)","C3023"
"RED DE ALTA VELOCIDAD (RAV)","C8216"
"RED DE ALTA VELOCIDAD (RAV)","C8217"
"RED DE ALTA VELOCIDAD (RAV)","C8218"
"RC CENTRO","70113"
"RED DE ALTA VELOCIDAD (RAV)","C8219"
"RC NORESTE","A7510"
"RC SUR","C0107"
"RED DE ALTA VELOCIDAD (RAV)","C8220"
"RC SUR","C0108"
"RC SUR","C0109"
"RC SUR","51113"
"RC NORESTE","A5410"
"RC ESTE","B5407"
"RC ESTE","B5408"
"RC ESTE","B5409"
"RC ESTE","B5410"
"RC NORESTE","B7510"
"RED DE ALTA VELOCIDAD (RAV)","C3024"
"RC NOROESTE","C3025"
"RED DE ALTA VELOCIDAD (RAV)","B3020"
"RC NOROESTE","C3113"
"RC NOROESTE","C3114"
"RC NOROESTE","C3115"
"RED DE ALTA VELOCIDAD (RAV)","C8221"
"RC NOROESTE","C3026"
"RED DE ALTA VELOCIDAD (RAV)","C8222"
"RED DE ALTA VELOCIDAD (RAV)","90002"
"RED DE ALTA VELOCIDAD (RAV)","90003"
"RED DE ALTA VELOCIDAD (RAV)","90004"
"RED DE ALTA VELOCIDAD (RAV)","90005"
"RED DE ALTA VELOCIDAD (RAV)","C0429"
"RED DE ALTA VELOCIDAD (RAV)","C0430"
"RC NOROESTE","A1650"
"RC NOROESTE","A3142"
"RC SUR","A5110"
"RC SUR","A5111"
"RC ESTE","A6410"
"RC ESTE","A6504"
"RC ESTE","A6505"
"RC NOROESTE","C3116"
"RC NORTE","C7201"
"RC NORTE","C7203"
"RC NORTE","C7204"
"RC ESTE","C6540"
"RC ESTE","C6541"
"RC ESTE","C6517"
"RC NORESTE","C7821"
"RC NORESTE","C7822"
"RED DE ALTA VELOCIDAD (RAV)","B4105"
"RC ESTE","B5411"
"RC NORESTE","C6532"
"RC NORESTE","C6533"
"RC NORESTE","C6534"
"RED DE ALTA VELOCIDAD (RAV)","C6536"
"RED DE ALTA VELOCIDAD (RAV)","C6537"
"RED DE ALTA VELOCIDAD (RAV)","C6538"
"RED DE ALTA VELOCIDAD (RAV)","C6539"
"RED DE ALTA VELOCIDAD (RAV)","C6542"
"RED DE ALTA VELOCIDAD (RAV)","C6543"
"RED DE ALTA VELOCIDAD (RAV)","C6544"
"RED DE ALTA VELOCIDAD (RAV)","B4106"
"RC SUR","C5443"
"RC SUR","C5444"
"RC SUR","C5445"
"RED DE ALTA VELOCIDAD (RAV)","C6545"
"RED DE ALTA VELOCIDAD (RAV)","C0347"
"RC ESTE","A6422"
"RED DE ALTA VELOCIDAD (RAV)","B0323"
"RED DE ALTA VELOCIDAD (RAV)","C0874"
"RED DE ALTA VELOCIDAD (RAV)","C0875"
"RED DE ALTA VELOCIDAD (RAV)","C0876"
"RED DE ALTA VELOCIDAD (RAV)","C0877"
"RC NORESTE","C7402"
"RC NORESTE","C7404"
"RC NORESTE","C7406"
"RC NORESTE","C7408"
"RC NORESTE","C7410"
"RED DE ALTA VELOCIDAD (RAV)","B0841"
"RED DE ALTA VELOCIDAD (RAV)","B0842"
"RED DE ALTA VELOCIDAD (RAV)","B0843"
"RED DE ALTA VELOCIDAD (RAV)","C0878"
"RED DE ALTA VELOCIDAD (RAV)","C0880"
"RED DE ALTA VELOCIDAD (RAV)","C0881"
"RED DE ALTA VELOCIDAD (RAV)","C0882"
"RED DE ALTA VELOCIDAD (RAV)","C0884"
"RED DE ALTA VELOCIDAD (RAV)","C0885"
"RED DE ALTA VELOCIDAD (RAV)","C0886"
"RED DE ALTA VELOCIDAD (RAV)","C0887"
"RED DE ALTA VELOCIDAD (RAV)","C0888"
"RED DE ALTA VELOCIDAD (RAV)","C0889"
"RED DE ALTA VELOCIDAD (RAV)","C0890"
"RED DE ALTA VELOCIDAD (RAV)","0878"
"RC CENTRO","C7304"
"RC NORESTE","C7081"
"RC NORTE","C1403"
"RC CENTRO","C3180"
"RC CENTRO","C3181"
"RC NORESTE","C7310"
"RC NORESTE","C7943"
"RC ESTE","C6418"
"RC NORTE","10620"
"RED DE ALTA VELOCIDAD (RAV)","A8241"
"RC NOROESTE","C2202"
"RC NOROESTE","C2203"
"RC NOROESTE","C2204"
"RED DE ALTA VELOCIDAD (RAV)","A8243"
"RED DE ALTA VELOCIDAD (RAV)","A8244"
"RED DE ALTA VELOCIDAD (RAV)","A8245"
"RED DE ALTA VELOCIDAD (RAV)","A8246"
"RED DE ALTA VELOCIDAD (RAV)","A8247"
"RED DE ALTA VELOCIDAD (RAV)","A8248"
"RC ESTE","C6419"
"RC ESTE","C6420"
"RC ESTE","C6421"
"RC ESTE","C6422"
"RC ESTE","C6423"
"RC ESTE","C6425"
"RC NORTE","C1125"
"RC NOROESTE","C2011"
"RC NOROESTE","20324"
"RED DE ALTA VELOCIDAD (RAV)","B0885"
"RED DE ALTA VELOCIDAD (RAV)","B0886"
"RED DE ALTA VELOCIDAD (RAV)","B0887"
"RED DE ALTA VELOCIDAD (RAV)","B0888"
"RED DE ALTA VELOCIDAD (RAV)","B0889"
"RC NORESTE","C7802"
"RC NORESTE","C7401"
"RC ESTE","C6424"
"RC ESTE","64205"
"RC ESTE","65420"
"RC ESTE","65421"
"RC ESTE","65422"
"RED DE ALTA VELOCIDAD (RAV)","A0843"
"RC NOROESTE","B3019"
"RC NOROESTE","B3021"
"RED DE ALTA VELOCIDAD (RAV)","B3120"
"RED DE ALTA VELOCIDAD (RAV)","C0505"
"RC SUR","B0100"
"RC ESTE","C6074"
"RC NOROESTE","31101"
"RC NORESTE","C7945"
"RC ESTE","C6105"
"RC NOROESTE","B3122"
"RC SUR","C0110"
"RC ESTE","A6133"
"RC ESTE","A6135"
"RC ESTE","A6137"
"RC ESTE","C6123"
"RED DE ALTA VELOCIDAD (RAV)","C0111"
"RED DE ALTA VELOCIDAD (RAV)","03200"
"RC CENTRO","B1803"
"RED DE ALTA VELOCIDAD (RAV)","04120"
"RC NORESTE","B7183"
"RED DE ALTA VELOCIDAD (RAV)","08244"
"RED DE ALTA VELOCIDAD (RAV)","08245"
"RED DE ALTA VELOCIDAD (RAV)","08246"
"RED DE ALTA VELOCIDAD (RAV)","08247"
"RED DE ALTA VELOCIDAD (RAV)","08248"
"RED DE ALTA VELOCIDAD (RAV)","C6200"
"RED DE ALTA VELOCIDAD (RAV)","C8020"
"RC SUR","B3750"
"RC SUR","B3760"
"RC NOROESTE","A8249"
"RED DE ALTA VELOCIDAD (RAV)","08253"
"RED DE ALTA VELOCIDAD (RAV)","08255"
"RC NOROESTE","A8250"
"RED DE ALTA VELOCIDAD (RAV)","08250"
"RED DE ALTA VELOCIDAD (RAV)","08251"
"RED DE ALTA VELOCIDAD (RAV)","08252"
"RC NOROESTE","A1510"
"RC NORTE","A0825"
"RED DE ALTA VELOCIDAD (RAV)","B3500"
"RC SUR","B3501"
"RC SUR","A3540"
"RC SUR","B3503"
"RC SUR","B3502"
"RC SUR","B3600"
"RC SUR","B3601"
"RC SUR","B3602"
"","C3602"
"RC SUR","03500"
"RC SUR","03501"
"RC SUR","03602"
"RC NOROESTE","Z0046"
"RED DE ALTA VELOCIDAD (RAV)","Z0139"
"RED DE ALTA VELOCIDAD (RAV)","Z0021"
"RED DE ALTA VELOCIDAD (RAV)","Z0061"
"RED DE ALTA VELOCIDAD (RAV)","Z0002"
"RED DE ALTA VELOCIDAD (RAV)","Z0302"
"RED DE ALTA VELOCIDAD (RAV)","Z0331"
"RED DE ALTA VELOCIDAD (RAV)","Z0264"
"RED DE ALTA VELOCIDAD (RAV)","Z0165"
"RED DE ALTA VELOCIDAD (RAV)","Z0083"
"RED DE ALTA VELOCIDAD (RAV)","Z0096"
"RED DE ALTA VELOCIDAD (RAV)","Z0127"
"RED DE ALTA VELOCIDAD (RAV)","Z0020"
"RED DE ALTA VELOCIDAD (RAV)","Z0093"
"RED DE ALTA VELOCIDAD (RAV)","Z0166"
"RED DE ALTA VELOCIDAD (RAV)","Z0031"
"RED DE ALTA VELOCIDAD (RAV)","Z0176"
"RED DE ALTA VELOCIDAD (RAV)","Z0078"
"RED DE ALTA VELOCIDAD (RAV)","C0816"
"RED DE ALTA VELOCIDAD (RAV)","ZN816"
"RED DE ALTA VELOCIDAD (RAV)","Z0125"
"RED DE ALTA VELOCIDAD (RAV)","Z0064"
"RED DE ALTA VELOCIDAD (RAV)","Z0121"
"RED DE ALTA VELOCIDAD (RAV)","Z0003"
"RED DE ALTA VELOCIDAD (RAV)","Z0076"
"RED DE ALTA VELOCIDAD (RAV)","Z0043"
"RED DE ALTA VELOCIDAD (RAV)","Z0110"
"RED DE ALTA VELOCIDAD (RAV)","Z0142"
"RED DE ALTA VELOCIDAD (RAV)","Z0026"
"RED DE ALTA VELOCIDAD (RAV)","Z0068"
"RED DE ALTA VELOCIDAD (RAV)","Z1147"
"RED DE ALTA VELOCIDAD (RAV)","Z0100"
"RED DE ALTA VELOCIDAD (RAV)","Z0101"
"RED DE ALTA VELOCIDAD (RAV)","Z0042"
"RED DE ALTA VELOCIDAD (RAV)","Z0070"
"RED DE ALTA VELOCIDAD (RAV)","Z0007"
"RED DE ALTA VELOCIDAD (RAV)","Z0129"
"RED DE ALTA VELOCIDAD (RAV)","Z0011"
"RED DE ALTA VELOCIDAD (RAV)","Z0136"
"RED DE ALTA VELOCIDAD (RAV)","Z0016"
"RED DE ALTA VELOCIDAD (RAV)","ZN002"
"RED DE ALTA VELOCIDAD (RAV)","ZN003"
"RED DE ALTA VELOCIDAD (RAV)","ZN001"
"RC NOROESTE","Z0155"
"RED DE ALTA VELOCIDAD (RAV)","Z0072"
"RED DE ALTA VELOCIDAD (RAV)","Z0052"
"RED DE ALTA VELOCIDAD (RAV)","Z0124"
"RED DE ALTA VELOCIDAD (RAV)","Z0132"
"RED DE ALTA VELOCIDAD (RAV)","Z0053"
"RED DE ALTA VELOCIDAD (RAV)","Z0156"
"RED DE ALTA VELOCIDAD (RAV)","Z0107"
"RED DE ALTA VELOCIDAD (RAV)","Z0025"
"RED DE ALTA VELOCIDAD (RAV)","Z0103"
"RED DE ALTA VELOCIDAD (RAV)","Z0112"
"RED DE ALTA VELOCIDAD (RAV)","Z0148"
"RED DE ALTA VELOCIDAD (RAV)","Z0114"
"RED DE ALTA VELOCIDAD (RAV)","Z0066"
"RC NOROESTE","Z0153"
"RED DE ALTA VELOCIDAD (RAV)","Z0163"
"RED DE ALTA VELOCIDAD (RAV)","Z0009"
"RED DE ALTA VELOCIDAD (RAV)","Z0082"
"RC NOROESTE","Z0157"
"RED DE ALTA VELOCIDAD (RAV)","Z0059"
"RED DE ALTA VELOCIDAD (RAV)","Z0170"
"RED DE ALTA VELOCIDAD (RAV)","Z0060"
"RC NOROESTE","Z0152"
"RED DE ALTA VELOCIDAD (RAV)","Z0149"
"RED DE ALTA VELOCIDAD (RAV)","Z0062"
"RED DE ALTA VELOCIDAD (RAV)","Z0085"
"RED DE ALTA VELOCIDAD (RAV)","Z0172"
"RED DE ALTA VELOCIDAD (RAV)","Z0080"
"RED DE ALTA VELOCIDAD (RAV)","Z0073"
"RED DE ALTA VELOCIDAD (RAV)","Z0116"
"RED DE ALTA VELOCIDAD (RAV)","Z0169"
"RED DE ALTA VELOCIDAD (RAV)","Z0174"
"RED DE ALTA VELOCIDAD (RAV)","Z0131"
"RED DE ALTA VELOCIDAD (RAV)","Z0141"
"RED DE ALTA VELOCIDAD (RAV)","Z0150"
"RED DE ALTA VELOCIDAD (RAV)","Z0178"
"RED DE ALTA VELOCIDAD (RAV)","Z0118"
"RC NOROESTE","Z0159"
"RED DE ALTA VELOCIDAD (RAV)","Z0089"
"RED DE ALTA VELOCIDAD (RAV)","Z0090"
"RED DE ALTA VELOCIDAD (RAV)","Z0105"
"RED DE ALTA VELOCIDAD (RAV)","Z0018"
"RED DE ALTA VELOCIDAD (RAV)","Z0134"
"RED DE ALTA VELOCIDAD (RAV)","Z0135"
"RC NOROESTE","Z0024"
"RED DE ALTA VELOCIDAD (RAV)","Z0036"
"RED DE ALTA VELOCIDAD (RAV)","Z0087"
"RC NOROESTE","Z0045"
"RC NORESTE","72508"
"RC SUR","A3760"
"","ZN801"
"","C3540"
"","ZN501"
"","ZN502"
"","C6132"
"RC NORESTE","A8401"
"","ZN461"
"","ZN462"
"","ZN463"
"RC ESTE","64010"
"RC ESTE","B6411"
"RC ESTE","B6410"
"RC NOROESTE","08208"
"RC NOROESTE","08207"
"","C8825"
"","ZN984"
"RC NOROESTE","C8818"
"RC NOROESTE","C8819"
"RC NOROESTE","C8817"
"RC NOROESTE","A0851"
"RC NOROESTE","A0849"
"RC NOROESTE","C8821"
"RC NOROESTE","C8822"
"RC NOROESTE","C8820"
"RC ESTE","61404"
"RC ESTE","B6140"
"RC CENTRO","A7003"
"RC NORTE","A3144"
"RC NOROESTE","A3143"
"RC SUR","A4309"
"RC SUR","B4310"
"RC SUR","43030"
"RC ESTE","64210"
"","Z5341"
"","Z0261"
"","Z0262"
"","Z5181"
"","Z6261"
"RC CENTRO","66019"
"RC CENTRO","66020"
"RC SUR","B5702"
"RC SUR","B5703"
"RED DE ALTA VELOCIDAD (RAV)","05021"
"RC NOROESTE","B2003"
"RC ESTE","64110"
"","Z9261"
"RC SUR","B3603"
"RC SUR","37612"
"RED DE ALTA VELOCIDAD (RAV)","04320"
"RC NOROESTE","05427"
"RC NOROESTE","05426"
"RC NORTE","B1053"
"RC NORTE","C1062"
"RC CENTRO","B3730"
"RC NOROESTE","C0868"
"","C1410"
"RC NORTE","C5740"
